year,subject,school_code,school_name,group_code,school_type,city,major_name,direction,plan_count,tuition,joint_program,partner_school,remarks
2026,物理,C230,湖北工程学院新技术学院,C23005,民办,孝感,市政工程技术,计算机|财经|建筑|机械,11,7500,否,,
2026,物理,C230,湖北工程学院新技术学院,C23005,民办,孝感,机械制造及自动化,计算机|财经|建筑|机械,23,9840,否,,
2026,物理,C230,湖北工程学院新技术学院,C23005,民办,孝感,智能网联汽车技术,计算机|财经|建筑|机械,3,9840,否,,
2026,物理,C230,湖北工程学院新技术学院,C23005,民办,孝感,计算机应用技术,计算机|财经|建筑|机械,58,9840,否,,
2026,物理,C230,湖北工程学院新技术学院,C23005,民办,孝感,大数据与会计,计算机|财经|建筑|机械,5,8250,否,,
2026,历史,C231,湖北经济学院法商学院,C23105,民办,武汉,金融服务与管理,财经,40,12000,否,,
2026,历史,C231,湖北经济学院法商学院,C23105,民办,武汉,大数据与会计,财经,102,13980,否,,
2026,历史,C231,湖北经济学院法商学院,C23105,民办,武汉,电子商务,财经,45,10800,否,,
2026,历史,C231,湖北经济学院法商学院,C23105,民办,武汉,商务英语,财经,25,9000,否,,(外语语种：英语)
2026,历史,C231,湖北经济学院法商学院,C23105,民办,武汉,智慧健康养老服务与管理,财经,5,11400,否,,
2026,历史,C231,湖北经济学院法商学院,C23106,民办,武汉,烹饪工艺与营养,旅游,15,9000,否,,
2026,物理,C231,湖北经济学院法商学院,C23107,民办,武汉,金融服务与管理,财经,50,12000,否,,
2026,物理,C231,湖北经济学院法商学院,C23107,民办,武汉,大数据与会计,财经,155,13980,否,,
2026,物理,C231,湖北经济学院法商学院,C23107,民办,武汉,电子商务,财经,55,10800,否,,
2026,物理,C231,湖北经济学院法商学院,C23107,民办,武汉,商务英语,财经,25,9000,否,,(外语语种：英语)
2026,物理,C231,湖北经济学院法商学院,C23107,民办,武汉,智慧健康养老服务与管理,财经,5,11400,否,,
2026,物理,C231,湖北经济学院法商学院,C23108,民办,武汉,烹饪工艺与营养,旅游,25,9000,否,,
2026,物理,C231,湖北经济学院法商学院,C23109,民办,武汉,计算机应用技术,计算机,45,9000,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,宠物医疗技术,计算机|护理|财经|建筑|旅游,104,12800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,建筑工程技术,计算机|护理|财经|建筑|旅游,36,9800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,工程造价,计算机|护理|财经|建筑|旅游,23,9800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,无人机应用技术,计算机|护理|财经|建筑|旅游,40,12000,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,计算机应用技术,计算机|护理|财经|建筑|旅游,41,14800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,人工智能技术应用,计算机|护理|财经|建筑|旅游,29,14800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,临床医学,计算机|护理|财经|建筑|旅游,74,12800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,护理,计算机|护理|财经|建筑|旅游,147,14800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,医学检验技术,计算机|护理|财经|建筑|旅游,103,14800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,大数据与财务管理,计算机|护理|财经|建筑|旅游,70,9800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,大数据与会计,计算机|护理|财经|建筑|旅游,49,9800,否,,
2026,历史,C232,湖北恩施学院,C23212,民办,恩施,旅游管理,计算机|护理|财经|建筑|旅游,10,11800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,宠物医疗技术,计算机|护理|财经|建筑|旅游,121,12800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,建筑工程技术,计算机|护理|财经|建筑|旅游,99,9800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,工程造价,计算机|护理|财经|建筑|旅游,55,9800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,无人机应用技术,计算机|护理|财经|建筑|旅游,85,12000,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,计算机应用技术,计算机|护理|财经|建筑|旅游,41,14800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,人工智能技术应用,计算机|护理|财经|建筑|旅游,49,14800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,临床医学,计算机|护理|财经|建筑|旅游,147,12800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,护理,计算机|护理|财经|建筑|旅游,161,14800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,医学检验技术,计算机|护理|财经|建筑|旅游,70,14800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,大数据与财务管理,计算机|护理|财经|建筑|旅游,48,9800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,大数据与会计,计算机|护理|财经|建筑|旅游,42,9800,否,,
2026,物理,C232,湖北恩施学院,C23213,民办,恩施,旅游管理,计算机|护理|财经|建筑|旅游,11,11800,否,,
2026,历史,C233,湖北工业大学工程技术学院,C23304,民办,武汉,电子商务,财经,60,12000,否,,(吉利电商运营班)
2026,物理,C233,湖北工业大学工程技术学院,C23305,民办,武汉,电子信息工程技术,计算机|财经,70,12000,否,,(ICT创新班)
2026,物理,C233,湖北工业大学工程技术学院,C23305,民办,武汉,计算机应用技术,计算机|财经,70,12000,否,,(中软合作班)
2026,物理,C233,湖北工业大学工程技术学院,C23305,民办,武汉,电子商务,计算机|财经,9,12000,否,,(吉利电商运营班)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,环境艺术设计,计算机|财经|建筑|机械|旅游,40,15000,否,,(办学地点：武汉校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,视觉传达设计,计算机|财经|建筑|机械|旅游,50,15000,否,,(办学地点：武汉校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,数字媒体艺术设计,计算机|财经|建筑|机械|旅游,40,15000,否,,(办学地点：武汉校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,电子商务,计算机|财经|建筑|机械|旅游,40,11800,否,,(电子商务运营方向；办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,电子商务,计算机|财经|建筑|机械|旅游,45,15600,否,,(中软信创班；办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,市场营销,计算机|财经|建筑|机械|旅游,65,15600,否,,(中软信创班；办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,酒店管理与数字化运营,计算机|财经|建筑|机械|旅游,15,11800,否,,(华住集团经理人班；办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,证券实务,计算机|财经|建筑|机械|旅游,25,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,中西面点工艺,计算机|财经|建筑|机械|旅游,30,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,大数据与会计,计算机|财经|建筑|机械|旅游,68,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,财税大数据应用,计算机|财经|建筑|机械|旅游,15,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,计算机应用技术,计算机|财经|建筑|机械|旅游,30,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,计算机应用技术,计算机|财经|建筑|机械|旅游,90,15600,否,,(中软信创班；办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,计算机网络技术,计算机|财经|建筑|机械|旅游,15,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,应用电子技术,计算机|财经|建筑|机械|旅游,10,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,人工智能技术应用,计算机|财经|建筑|机械|旅游,15,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,软件技术,计算机|财经|建筑|机械|旅游,10,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,数字媒体技术,计算机|财经|建筑|机械|旅游,35,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,机电一体化技术,计算机|财经|建筑|机械|旅游,70,11800,否,,(工业机器人方向；办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,无人机应用技术,计算机|财经|建筑|机械|旅游,25,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,新能源汽车技术,计算机|财经|建筑|机械|旅游,40,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,建筑工程技术,计算机|财经|建筑|机械|旅游,5,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,工程造价,计算机|财经|建筑|机械|旅游,5,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,足球运动与管理,计算机|财经|建筑|机械|旅游,10,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,健康管理,计算机|财经|建筑|机械|旅游,48,11800,否,,(办学地点：咸宁校区)
2026,历史,C235,湖北商贸学院,C23504,民办,武汉,健康大数据管理与服务,计算机|财经|建筑|机械|旅游,98,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,环境艺术设计,计算机|财经|建筑|机械|旅游,35,15000,否,,(办学地点：武汉校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,视觉传达设计,计算机|财经|建筑|机械|旅游,45,15000,否,,(办学地点：武汉校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,数字媒体艺术设计,计算机|财经|建筑|机械|旅游,45,15000,否,,(办学地点：武汉校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,电子商务,计算机|财经|建筑|机械|旅游,33,11800,否,,(电子商务运营方向；办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,电子商务,计算机|财经|建筑|机械|旅游,91,15600,否,,(中软信创班；办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,市场营销,计算机|财经|建筑|机械|旅游,70,15600,否,,(中软信创班；办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,酒店管理与数字化运营,计算机|财经|建筑|机械|旅游,15,11800,否,,(华住集团经理人班；办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,证券实务,计算机|财经|建筑|机械|旅游,20,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,中西面点工艺,计算机|财经|建筑|机械|旅游,30,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,大数据与会计,计算机|财经|建筑|机械|旅游,167,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,财税大数据应用,计算机|财经|建筑|机械|旅游,10,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,计算机应用技术,计算机|财经|建筑|机械|旅游,48,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,计算机应用技术,计算机|财经|建筑|机械|旅游,70,15600,否,,(中软信创班；办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,计算机网络技术,计算机|财经|建筑|机械|旅游,20,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,应用电子技术,计算机|财经|建筑|机械|旅游,15,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,人工智能技术应用,计算机|财经|建筑|机械|旅游,30,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,软件技术,计算机|财经|建筑|机械|旅游,20,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,数字媒体技术,计算机|财经|建筑|机械|旅游,45,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,机电一体化技术,计算机|财经|建筑|机械|旅游,68,11800,否,,(工业机器人方向；办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,无人机应用技术,计算机|财经|建筑|机械|旅游,90,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,新能源汽车技术,计算机|财经|建筑|机械|旅游,40,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,建筑工程技术,计算机|财经|建筑|机械|旅游,10,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,工程造价,计算机|财经|建筑|机械|旅游,10,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,足球运动与管理,计算机|财经|建筑|机械|旅游,10,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,健康管理,计算机|财经|建筑|机械|旅游,73,11800,否,,(办学地点：咸宁校区)
2026,物理,C235,湖北商贸学院,C23505,民办,武汉,健康大数据管理与服务,计算机|财经|建筑|机械|旅游,138,11800,否,,(办学地点：咸宁校区)
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,工业机器人技术,计算机|财经|机械,42,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,新能源汽车技术,计算机|财经|机械,68,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,应用电子技术,计算机|财经|机械,23,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,计算机应用技术,计算机|财经|机械,29,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,计算机网络技术,计算机|财经|机械,28,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,信息安全技术应用,计算机|财经|机械,31,13000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,人工智能技术应用,计算机|财经|机械,42,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,婴幼儿托育服务与管理,计算机|财经|机械,20,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,大数据与会计,计算机|财经|机械,50,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,市场营销,计算机|财经|机械,20,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,电子商务,计算机|财经|机械,21,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,无人机应用技术,计算机|财经|机械,71,12000,否,,(无精神病史，无各类慢性传染疾病；无色盲色弱)
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,应用英语,计算机|财经|机械,48,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,中文,计算机|财经|机械,104,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,金融服务与管理,计算机|财经|机械,40,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,大数据技术,计算机|财经|机械,43,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,航空物流管理,计算机|财经|机械,50,12000,否,,(女生身高160cm及以上，男生身高170cm及以上；五官端正，身体裸露部位无明显疤痕、胎记、色素沉着等；形体匀称，无X型腿、0型腿；无色盲色弱；无精神病史，无各类慢性传染疾病)
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,空中乘务,计算机|财经|机械,41,12000,否,,(女生身高163-174cm，男生身高173-183cm；五官端正；身体裸露部位无明显疤痕、胎记、色素沉着等；非裸露部位不得有大面积疤痕及色素沉着；形体匀称，无纹身、无X型腿、0型腿；无色盲色弱；无精神病史，无各类慢性传染疾病)
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,民航运输服务,计算机|财经|机械,22,12000,否,,(女生身高160cm及以上，男生身高170cm及以上；五官端正，身体裸露部位无明显疤痕、胎记、色素沉着等；形体匀称，无X型腿、0型腿；无色盲色弱；无精神病史，无各类慢性传染疾病)
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,数字媒体技术,计算机|财经|机械,33,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,云计算技术应用,计算机|财经|机械,41,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,智能网联汽车技术,计算机|财经|机械,43,12000,否,,
2026,历史,C237,湖北师范大学文理学院,C23704,民办,黄石,玩具设计与制作,计算机|财经|机械,22,13000,否,,(无色盲、色弱、单色识别不全)
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,工业机器人技术,计算机|财经|机械,60,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,新能源汽车技术,计算机|财经|机械,97,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,应用电子技术,计算机|财经|机械,32,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,计算机应用技术,计算机|财经|机械,51,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,计算机网络技术,计算机|财经|机械,31,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,信息安全技术应用,计算机|财经|机械,40,13000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,人工智能技术应用,计算机|财经|机械,55,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,婴幼儿托育服务与管理,计算机|财经|机械,20,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,大数据与会计,计算机|财经|机械,44,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,市场营销,计算机|财经|机械,20,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,电子商务,计算机|财经|机械,20,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,无人机应用技术,计算机|财经|机械,79,12000,否,,(无精神病史，无各类慢性传染疾病；无色盲色弱)
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,应用英语,计算机|财经|机械,25,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,中文,计算机|财经|机械,53,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,金融服务与管理,计算机|财经|机械,20,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,大数据技术,计算机|财经|机械,45,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,航空物流管理,计算机|财经|机械,37,12000,否,,(女生身高160cm及以上，男生身高170cm及以上；五官端正，身体裸露部位无明显疤痕、胎记、色素沉着等；形体匀称，无X型腿、0型腿；无色盲色弱；无精神病史，无各类慢性传染疾病)
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,空中乘务,计算机|财经|机械,22,12000,否,,(女生身高163-174cm，男生身高173-183cm；五官端正；身体裸露部位无明显疤痕、胎记、色素沉着等；非裸露部位不得有大面积疤痕及色素沉着；形体匀称，无纹身、无X型腿、0型腿；无色盲色弱；无精神病史，无各类慢性传染疾病)
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,民航运输服务,计算机|财经|机械,22,12000,否,,(女生身高160cm及以上，男生身高170cm及以上；五官端正，身体裸露部位无明显疤痕、胎记、色素沉着等；形体匀称，无X型腿、0型腿；无色盲色弱；无精神病史，无各类慢性传染疾病)
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,数字媒体技术,计算机|财经|机械,36,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,云计算技术应用,计算机|财经|机械,43,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,智能网联汽车技术,计算机|财经|机械,37,12000,否,,
2026,物理,C237,湖北师范大学文理学院,C23705,民办,黄石,玩具设计与制作,计算机|财经|机械,20,13000,否,,(无色盲、色弱、单色识别不全)
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,环境工程技术,计算机|财经|建筑|机械|旅游,23,7500,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,食品检验检测技术,计算机|财经|建筑|机械|旅游,36,9000,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,药品经营与管理,计算机|财经|建筑|机械|旅游,16,9000,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,药品生产技术,计算机|财经|建筑|机械|旅游,11,9000,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,药品生物技术,计算机|财经|建筑|机械|旅游,27,10600,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,园林技术,计算机|财经|建筑|机械|旅游,27,8000,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,园艺技术,计算机|财经|建筑|机械|旅游,38,7500,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,茶叶生产与加工技术,计算机|财经|建筑|机械|旅游,13,9000,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,计算机应用技术,计算机|财经|建筑|机械|旅游,10,11800,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,计算机网络技术,计算机|财经|建筑|机械|旅游,32,9900,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,人工智能技术应用,计算机|财经|建筑|机械|旅游,20,11800,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,数智营销,计算机|财经|建筑|机械|旅游,50,10600,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,大数据与财务管理,计算机|财经|建筑|机械|旅游,90,10600,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,旅游管理,计算机|财经|建筑|机械|旅游,20,7500,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,电子商务,计算机|财经|建筑|机械|旅游,34,9000,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,商务英语,计算机|财经|建筑|机械|旅游,50,9000,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,机电一体化技术,计算机|财经|建筑|机械|旅游,10,9900,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,机电设备技术,计算机|财经|建筑|机械|旅游,4,7500,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,软件技术,计算机|财经|建筑|机械|旅游,27,11800,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,工程造价,计算机|财经|建筑|机械|旅游,14,9900,否,,
2026,历史,C238,武汉生物工程学院,C23807,民办,武汉,无人机应用技术,计算机|财经|建筑|机械|旅游,28,11800,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,环境工程技术,计算机|财经|建筑|机械|旅游,50,7500,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,食品检验检测技术,计算机|财经|建筑|机械|旅游,90,9000,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,药品经营与管理,计算机|财经|建筑|机械|旅游,20,9000,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,药品生产技术,计算机|财经|建筑|机械|旅游,40,9000,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,药品生物技术,计算机|财经|建筑|机械|旅游,160,10600,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,园林技术,计算机|财经|建筑|机械|旅游,50,8000,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,园艺技术,计算机|财经|建筑|机械|旅游,50,7500,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,茶叶生产与加工技术,计算机|财经|建筑|机械|旅游,10,9000,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,计算机应用技术,计算机|财经|建筑|机械|旅游,16,11800,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,计算机网络技术,计算机|财经|建筑|机械|旅游,60,9900,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,人工智能技术应用,计算机|财经|建筑|机械|旅游,46,11800,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,数智营销,计算机|财经|建筑|机械|旅游,16,10600,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,大数据与财务管理,计算机|财经|建筑|机械|旅游,43,10600,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,旅游管理,计算机|财经|建筑|机械|旅游,10,7500,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,电子商务,计算机|财经|建筑|机械|旅游,15,9000,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,商务英语,计算机|财经|建筑|机械|旅游,10,9000,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,机电一体化技术,计算机|财经|建筑|机械|旅游,29,9900,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,机电设备技术,计算机|财经|建筑|机械|旅游,10,7500,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,软件技术,计算机|财经|建筑|机械|旅游,50,11800,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,工程造价,计算机|财经|建筑|机械|旅游,20,9900,否,,
2026,物理,C238,武汉生物工程学院,C23808,民办,武汉,无人机应用技术,计算机|财经|建筑|机械|旅游,50,11800,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,定翼机驾驶技术,计算机,4,15800,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,飞行器数字化制造技术,计算机,48,15800,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,飞行器维修技术,计算机,30,15800,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,智能制造装备技术,计算机|机械,30,13800,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,人工智能技术应用,计算机,50,13800,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,软件技术,计算机,52,12000,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,低空智联网技术,计算机,60,13000,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,航空物流管理,计算机,70,12000,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,低空物流技术与运营,计算机,65,12000,否,,
2026,历史,C239,湖北三峡航空学院,C23904,民办,宜昌,空中乘务,计算机,45,12800,否,,
2026,物理,C239,湖北三峡航空学院,C23905,民办,宜昌,定翼机驾驶技术,计算机,7,15800,否,,
2026,物理,C239,湖北三峡航空学院,C23905,民办,宜昌,飞行器数字化制造技术,计算机,100,15800,否,,
2026,物理,C239,湖北三峡航空学院,C23905,民办,宜昌,飞行器维修技术,计算机,79,15800,否,,
2026,物理,C239,湖北三峡航空学院,C23905,民办,宜昌,智能制造装备技术,计算机|机械,80,13800,否,,
2026,物理,C239,湖北三峡航空学院,C23905,民办,宜昌,人工智能技术应用,计算机,102,13800,否,,
2026,物理,C239,湖北三峡航空学院,C23905,民办,宜昌,软件技术,计算机,100,12000,否,,
2026,物理,C239,湖北三峡航空学院,C23905,民办,宜昌,低空智联网技术,计算机,85,13000,否,,
2026,物理,C239,湖北三峡航空学院,C23905,民办,宜昌,航空物流管理,计算机,85,12000,否,,
